bp	cropland_area	cropland_pressure	human_K_factor
5050	1.990000	0.000000	1.000000
5049	1.990000	0.000000	1.000000
5048	1.990000	0.000000	1.000000
5047	1.990000	0.000000	1.000000
5046	1.990000	0.000000	1.000000
5045	1.990000	0.000000	1.000000
5044	1.990000	0.000000	1.000000
5043	1.990000	0.000000	1.000000
5042	1.990000	0.000000	1.000000
5041	1.990000	0.000000	1.000000
5040	1.990000	0.000000	1.000000
5039	1.990000	0.000000	1.000000
5038	1.990000	0.000000	1.000000
5037	1.990000	0.000000	1.000000
5036	1.990000	0.000000	1.000000
5035	1.990000	0.000000	1.000000
5034	1.990000	0.000000	1.000000
5033	1.990000	0.000000	1.000000
5032	1.990000	0.000000	1.000000
5031	1.990000	0.000000	1.000000
5030	1.990000	0.000000	1.000000
5029	1.990000	0.000000	1.000000
5028	1.990000	0.000000	1.000000
5027	1.990000	0.000000	1.000000
5026	1.990000	0.000000	1.000000
5025	1.990000	0.000000	1.000000
5024	1.990000	0.000000	1.000000
5023	1.990000	0.000000	1.000000
5022	1.990000	0.000000	1.000000
5021	1.990000	0.000000	1.000000
5020	1.990000	0.000000	1.000000
5019	1.990000	0.000000	1.000000
5018	1.990000	0.000000	1.000000
5017	1.990000	0.000000	1.000000
5016	1.990000	0.000000	1.000000
5015	1.990000	0.000000	1.000000
5014	1.990000	0.000000	1.000000
5013	1.990000	0.000000	1.000000
5012	1.990000	0.000000	1.000000
5011	1.990000	0.000000	1.000000
5010	1.990000	0.000000	1.000000
5009	1.990000	0.000000	1.000000
5008	1.990000	0.000000	1.000000
5007	1.990000	0.000000	1.000000
5006	1.990000	0.000000	1.000000
5005	1.990000	0.000000	1.000000
5004	1.990000	0.000000	1.000000
5003	1.990000	0.000000	1.000000
5002	1.990000	0.000000	1.000000
5001	1.990000	0.000000	1.000000
5000	1.990000	0.000000	1.000000
4999	1.990000	0.000000	1.000000
4998	1.990000	0.000000	1.000000
4997	1.990000	0.000000	1.000000
4996	1.990000	0.000000	1.000000
4995	1.990000	0.000000	1.000000
4994	1.990000	0.000000	1.000000
4993	1.990000	0.000000	1.000000
4992	1.990000	0.000000	1.000000
4991	1.990000	0.000000	1.000000
4990	1.990000	0.000000	1.000000
4989	1.990000	0.000000	1.000000
4988	1.990000	0.000000	1.000000
4987	1.990000	0.000000	1.000000
4986	1.990000	0.000000	1.000000
4985	1.990000	0.000000	1.000000
4984	1.990000	0.000000	1.000000
4983	1.990000	0.000000	1.000000
4982	1.990000	0.000000	1.000000
4981	1.990000	0.000000	1.000000
4980	1.990000	0.000000	1.000000
4979	1.990000	0.000000	1.000000
4978	1.990000	0.000000	1.000000
4977	1.990000	0.000000	1.000000
4976	1.990000	0.000000	1.000000
4975	1.990000	0.000000	1.000000
4974	1.990000	0.000000	1.000000
4973	1.990000	0.000000	1.000000
4972	1.990000	0.000000	1.000000
4971	1.990000	0.000000	1.000000
4970	1.990000	0.000000	1.000000
4969	1.990000	0.000000	1.000000
4968	1.990000	0.000000	1.000000
4967	1.990000	0.000000	1.000000
4966	1.990000	0.000000	1.000000
4965	1.990000	0.000000	1.000000
4964	1.990000	0.000000	1.000000
4963	1.990000	0.000000	1.000000
4962	1.990000	0.000000	1.000000
4961	1.990000	0.000000	1.000000
4960	1.990000	0.000000	1.000000
4959	1.990000	0.000000	1.000000
4958	1.990000	0.000000	1.000000
4957	1.990000	0.000000	1.000000
4956	1.990000	0.000000	1.000000
4955	1.990000	0.000000	1.000000
4954	1.990000	0.000000	1.000000
4953	1.990000	0.000000	1.000000
4952	1.990000	0.000000	1.000000
4951	1.990000	0.000000	1.000000
4950	1.990000	0.000000	1.000000
4949	1.990000	0.000000	1.000000
4948	1.990000	0.000000	1.000000
4947	1.990000	0.000000	1.000000
4946	1.990000	0.000000	1.000000
4945	1.990000	0.000000	1.000000
4944	1.990000	0.000000	1.000000
4943	1.990000	0.000000	1.000000
4942	1.990000	0.000000	1.000000
4941	1.990000	0.000000	1.000000
4940	1.990000	0.000000	1.000000
4939	1.990000	0.000000	1.000000
4938	1.990000	0.000000	1.000000
4937	1.990000	0.000000	1.000000
4936	1.990000	0.000000	1.000000
4935	1.990000	0.000000	1.000000
4934	1.990000	0.000000	1.000000
4933	1.990000	0.000000	1.000000
4932	1.990000	0.000000	1.000000
4931	1.990000	0.000000	1.000000
4930	1.990000	0.000000	1.000000
4929	1.990000	0.000000	1.000000
4928	1.990000	0.000000	1.000000
4927	1.990000	0.000000	1.000000
4926	1.990000	0.000000	1.000000
4925	1.990000	0.000000	1.000000
4924	1.990000	0.000000	1.000000
4923	1.990000	0.000000	1.000000
4922	1.990000	0.000000	1.000000
4921	1.990000	0.000000	1.000000
4920	1.990000	0.000000	1.000000
4919	1.990000	0.000000	1.000000
4918	1.990000	0.000000	1.000000
4917	1.990000	0.000000	1.000000
4916	1.990000	0.000000	1.000000
4915	1.990000	0.000000	1.000000
4914	1.990000	0.000000	1.000000
4913	1.990000	0.000000	1.000000
4912	1.990000	0.000000	1.000000
4911	1.990000	0.000000	1.000000
4910	1.990000	0.000000	1.000000
4909	1.990000	0.000000	1.000000
4908	1.990000	0.000000	1.000000
4907	1.990000	0.000000	1.000000
4906	1.990000	0.000000	1.000000
4905	1.990000	0.000000	1.000000
4904	1.990000	0.000000	1.000000
4903	1.990000	0.000000	1.000000
4902	1.990000	0.000000	1.000000
4901	1.990000	0.000000	1.000000
4900	1.990000	0.000000	1.000000
4899	1.990000	0.000000	1.000000
4898	1.990000	0.000000	1.000000
4897	1.990000	0.000000	1.000000
4896	1.990000	0.000000	1.000000
4895	1.990000	0.000000	1.000000
4894	1.990000	0.000000	1.000000
4893	1.990000	0.000000	1.000000
4892	1.990000	0.000000	1.000000
4891	1.990000	0.000000	1.000000
4890	1.990000	0.000000	1.000000
4889	1.990000	0.000000	1.000000
4888	1.990000	0.000000	1.000000
4887	1.990000	0.000000	1.000000
4886	1.990000	0.000000	1.000000
4885	1.990000	0.000000	1.000000
4884	1.990000	0.000000	1.000000
4883	1.990000	0.000000	1.000000
4882	1.990000	0.000000	1.000000
4881	1.990000	0.000000	1.000000
4880	1.990000	0.000000	1.000000
4879	1.990000	0.000000	1.000000
4878	1.990000	0.000000	1.000000
4877	1.990000	0.000000	1.000000
4876	1.990000	0.000000	1.000000
4875	1.990000	0.000000	1.000000
4874	1.990000	0.000000	1.000000
4873	1.990000	0.000000	1.000000
4872	1.990000	0.000000	1.000000
4871	1.990000	0.000000	1.000000
4870	1.990000	0.000000	1.000000
4869	1.990000	0.000000	1.000000
4868	1.990000	0.000000	1.000000
4867	1.990000	0.000000	1.000000
4866	1.990000	0.000000	1.000000
4865	1.990000	0.000000	1.000000
4864	1.990000	0.000000	1.000000
4863	1.990000	0.000000	1.000000
4862	1.990000	0.000000	1.000000
4861	1.990000	0.000000	1.000000
4860	1.990000	0.000000	1.000000
4859	1.990000	0.000000	1.000000
4858	1.990000	0.000000	1.000000
4857	1.990000	0.000000	1.000000
4856	1.990000	0.000000	1.000000
4855	1.990000	0.000000	1.000000
4854	1.990000	0.000000	1.000000
4853	1.990000	0.000000	1.000000
4852	1.990000	0.000000	1.000000
4851	1.990000	0.000000	1.000000
4850	1.990000	0.000000	1.000000
4849	1.990000	0.000000	1.000000
4848	1.990000	0.000000	1.000000
4847	1.990000	0.000000	1.000000
4846	1.990000	0.000000	1.000000
4845	1.990000	0.000000	1.000000
4844	1.990000	0.000000	1.000000
4843	1.990000	0.000000	1.000000
4842	1.990000	0.000000	1.000000
4841	1.990000	0.000000	1.000000
4840	1.990000	0.000000	1.000000
4839	1.990000	0.000000	1.000000
4838	1.990000	0.000000	1.000000
4837	1.990000	0.000000	1.000000
4836	1.990000	0.000000	1.000000
4835	1.990000	0.000000	1.000000
4834	1.990000	0.000000	1.000000
4833	1.990000	0.000000	1.000000
4832	1.990000	0.000000	1.000000
4831	1.990000	0.000000	1.000000
4830	1.990000	0.000000	1.000000
4829	1.990000	0.000000	1.000000
4828	1.990000	0.000000	1.000000
4827	1.990000	0.000000	1.000000
4826	1.990000	0.000000	1.000000
4825	1.990000	0.000000	1.000000
4824	1.990000	0.000000	1.000000
4823	1.990000	0.000000	1.000000
4822	1.990000	0.000000	1.000000
4821	1.990000	0.000000	1.000000
4820	1.990000	0.000000	1.000000
4819	1.990000	0.000000	1.000000
4818	1.990000	0.000000	1.000000
4817	1.990000	0.000000	1.000000
4816	1.990000	0.000000	1.000000
4815	1.990000	0.000000	1.000000
4814	1.990000	0.000000	1.000000
4813	1.990000	0.000000	1.000000
4812	1.990000	0.000000	1.000000
4811	1.990000	0.000000	1.000000
4810	1.990000	0.000000	1.000000
4809	1.990000	0.000000	1.000000
4808	1.990000	0.000000	1.000000
4807	1.990000	0.000000	1.000000
4806	1.990000	0.000000	1.000000
4805	1.990000	0.000000	1.000000
4804	1.990000	0.000000	1.000000
4803	1.990000	0.000000	1.000000
4802	1.990000	0.000000	1.000000
4801	1.990000	0.000000	1.000000
4800	1.990000	0.000000	1.000000
4799	1.990000	0.000000	1.000000
4798	1.990000	0.000000	1.000000
4797	1.990000	0.000000	1.000000
4796	1.990000	0.000000	1.000000
4795	1.990000	0.000000	1.000000
4794	1.990000	0.000000	1.000000
4793	1.990000	0.000000	1.000000
4792	1.990000	0.000000	1.000000
4791	1.990000	0.000000	1.000000
4790	1.990000	0.000000	1.000000
4789	1.990000	0.000000	1.000000
4788	1.990000	0.000000	1.000000
4787	1.990000	0.000000	1.000000
4786	1.990000	0.000000	1.000000
4785	1.990000	0.000000	1.000000
4784	1.990000	0.000000	1.000000
4783	1.990000	0.000000	1.000000
4782	1.990000	0.000000	1.000000
4781	1.990000	0.000000	1.000000
4780	1.990000	0.000000	1.000000
4779	1.990000	0.000000	1.000000
4778	1.990000	0.000000	1.000000
4777	1.990000	0.000000	1.000000
4776	1.990000	0.000000	1.000000
4775	1.990000	0.000000	1.000000
4774	1.990000	0.000000	1.000000
4773	1.990000	0.000000	1.000000
4772	1.990000	0.000000	1.000000
4771	1.990000	0.000000	1.000000
4770	1.990000	0.000000	1.000000
4769	1.990000	0.000000	1.000000
4768	1.990000	0.000000	1.000000
4767	1.990000	0.000000	1.000000
4766	1.990000	0.000000	1.000000
4765	1.990000	0.000000	1.000000
4764	1.990000	0.000000	1.000000
4763	1.990000	0.000000	1.000000
4762	1.990000	0.000000	1.000000
4761	1.990000	0.000000	1.000000
4760	1.990000	0.000000	1.000000
4759	1.990000	0.000000	1.000000
4758	1.990000	0.000000	1.000000
4757	1.990000	0.000000	1.000000
4756	1.990000	0.000000	1.000000
4755	1.990000	0.000000	1.000000
4754	1.990000	0.000000	1.000000
4753	1.990000	0.000000	1.000000
4752	1.990000	0.000000	1.000000
4751	1.990000	0.000000	1.000000
4750	1.990000	0.000000	1.000000
4749	1.990000	0.000000	1.000000
4748	1.990000	0.000000	1.000000
4747	1.990000	0.000000	1.000000
4746	1.990000	0.000000	1.000000
4745	1.990000	0.000000	1.000000
4744	1.990000	0.000000	1.000000
4743	1.990000	0.000000	1.000000
4742	1.990000	0.000000	1.000000
4741	1.990000	0.000000	1.000000
4740	1.990000	0.000000	1.000000
4739	1.990000	0.000000	1.000000
4738	1.990000	0.000000	1.000000
4737	1.990000	0.000000	1.000000
4736	1.990000	0.000000	1.000000
4735	1.990000	0.000000	1.000000
4734	1.990000	0.000000	1.000000
4733	1.990000	0.000000	1.000000
4732	1.990000	0.000000	1.000000
4731	1.990000	0.000000	1.000000
4730	1.990000	0.000000	1.000000
4729	1.990000	0.000000	1.000000
4728	1.990000	0.000000	1.000000
4727	1.990000	0.000000	1.000000
4726	1.990000	0.000000	1.000000
4725	1.990000	0.000000	1.000000
4724	1.990000	0.000000	1.000000
4723	1.990000	0.000000	1.000000
4722	1.990000	0.000000	1.000000
4721	1.990000	0.000000	1.000000
4720	1.990000	0.000000	1.000000
4719	1.990000	0.000000	1.000000
4718	1.990000	0.000000	1.000000
4717	1.990000	0.000000	1.000000
4716	1.990000	0.000000	1.000000
4715	1.990000	0.000000	1.000000
4714	1.990000	0.000000	1.000000
4713	1.990000	0.000000	1.000000
4712	1.990000	0.000000	1.000000
4711	1.990000	0.000000	1.000000
4710	1.990000	0.000000	1.000000
4709	1.990000	0.000000	1.000000
4708	1.990000	0.000000	1.000000
4707	1.990000	0.000000	1.000000
4706	1.990000	0.000000	1.000000
4705	1.990000	0.000000	1.000000
4704	1.990000	0.000000	1.000000
4703	1.990000	0.000000	1.000000
4702	1.990000	0.000000	1.000000
4701	1.990000	0.000000	1.000000
4700	1.990000	0.000000	1.000000
4699	1.990000	0.000000	1.000000
4698	1.990000	0.000000	1.000000
4697	1.990000	0.000000	1.000000
4696	1.990000	0.000000	1.000000
4695	1.990000	0.000000	1.000000
4694	1.990000	0.000000	1.000000
4693	1.990000	0.000000	1.000000
4692	1.990000	0.000000	1.000000
4691	1.990000	0.000000	1.000000
4690	1.990000	0.000000	1.000000
4689	1.990000	0.000000	1.000000
4688	1.990000	0.000000	1.000000
4687	1.990000	0.000000	1.000000
4686	1.990000	0.000000	1.000000
4685	1.990000	0.000000	1.000000
4684	1.990000	0.000000	1.000000
4683	1.990000	0.000000	1.000000
4682	1.990000	0.000000	1.000000
4681	1.990000	0.000000	1.000000
4680	1.990000	0.000000	1.000000
4679	1.990000	0.000000	1.000000
4678	1.990000	0.000000	1.000000
4677	1.990000	0.000000	1.000000
4676	1.990000	0.000000	1.000000
4675	1.990000	0.000000	1.000000
4674	1.990000	0.000000	1.000000
4673	1.990000	0.000000	1.000000
4672	1.990000	0.000000	1.000000
4671	1.990000	0.000000	1.000000
4670	1.990000	0.000000	1.000000
4669	1.990000	0.000000	1.000000
4668	1.990000	0.000000	1.000000
4667	1.990000	0.000000	1.000000
4666	1.990000	0.000000	1.000000
4665	1.990000	0.000000	1.000000
4664	1.990000	0.000000	1.000000
4663	1.990000	0.000000	1.000000
4662	1.990000	0.000000	1.000000
4661	1.990000	0.000000	1.000000
4660	1.990000	0.000000	1.000000
4659	1.990000	0.000000	1.000000
4658	1.990000	0.000000	1.000000
4657	1.990000	0.000000	1.000000
4656	1.990000	0.000000	1.000000
4655	1.990000	0.000000	1.000000
4654	1.990000	0.000000	1.000000
4653	1.990000	0.000000	1.000000
4652	1.990000	0.000000	1.000000
4651	1.990000	0.000000	1.000000
4650	1.990000	0.000000	1.000000
4649	1.990000	0.000000	1.000000
4648	1.990000	0.000000	1.000000
4647	1.990000	0.000000	1.000000
4646	1.990000	0.000000	1.000000
4645	1.990000	0.000000	1.000000
4644	1.990000	0.000000	1.000000
4643	1.990000	0.000000	1.000000
4642	1.990000	0.000000	1.000000
4641	1.990000	0.000000	1.000000
4640	1.990000	0.000000	1.000000
4639	1.990000	0.000000	1.000000
4638	1.990000	0.000000	1.000000
4637	1.990000	0.000000	1.000000
4636	1.990000	0.000000	1.000000
4635	1.990000	0.000000	1.000000
4634	1.990000	0.000000	1.000000
4633	1.990000	0.000000	1.000000
4632	1.990000	0.000000	1.000000
4631	1.990000	0.000000	1.000000
4630	1.990000	0.000000	1.000000
4629	1.990000	0.000000	1.000000
4628	1.990000	0.000000	1.000000
4627	1.990000	0.000000	1.000000
4626	1.990000	0.000000	1.000000
4625	1.990000	0.000000	1.000000
4624	1.990000	0.000000	1.000000
4623	1.990000	0.000000	1.000000
4622	1.990000	0.000000	1.000000
4621	1.990000	0.000000	1.000000
4620	1.990000	0.000000	1.000000
4619	1.990000	0.000000	1.000000
4618	1.990000	0.000000	1.000000
4617	1.990000	0.000000	1.000000
4616	1.990000	0.000000	1.000000
4615	1.990000	0.000000	1.000000
4614	1.990000	0.000000	1.000000
4613	1.990000	0.000000	1.000000
4612	1.990000	0.000000	1.000000
4611	1.990000	0.000000	1.000000
4610	1.990000	0.000000	1.000000
4609	1.990000	0.000000	1.000000
4608	1.990000	0.000000	1.000000
4607	1.990000	0.000000	1.000000
4606	1.990000	0.000000	1.000000
4605	1.990000	0.000000	1.000000
4604	1.990000	0.000000	1.000000
4603	1.990000	0.000000	1.000000
4602	1.990000	0.000000	1.000000
4601	1.990000	0.000000	1.000000
4600	1.990000	0.000000	1.000000
4599	1.990000	0.000000	1.000000
4598	1.990000	0.000000	1.000000
4597	1.990000	0.000000	1.000000
4596	1.990000	0.000000	1.000000
4595	1.990000	0.000000	1.000000
4594	1.990000	0.000000	1.000000
4593	1.990000	0.000000	1.000000
4592	1.990000	0.000000	1.000000
4591	1.990000	0.000000	1.000000
4590	1.990000	0.000000	1.000000
4589	1.990000	0.000000	1.000000
4588	1.990000	0.000000	1.000000
4587	1.990000	0.000000	1.000000
4586	1.990000	0.000000	1.000000
4585	1.990000	0.000000	1.000000
4584	1.990000	0.000000	1.000000
4583	1.990000	0.000000	1.000000
4582	1.990000	0.000000	1.000000
4581	1.990000	0.000000	1.000000
4580	1.990000	0.000000	1.000000
4579	1.990000	0.000000	1.000000
4578	1.990000	0.000000	1.000000
4577	1.990000	0.000000	1.000000
4576	1.990000	0.000000	1.000000
4575	1.990000	0.000000	1.000000
4574	1.990000	0.000000	1.000000
4573	1.990000	0.000000	1.000000
4572	1.990000	0.000000	1.000000
4571	1.990000	0.000000	1.000000
4570	1.990000	0.000000	1.000000
4569	1.990000	0.000000	1.000000
4568	1.990000	0.000000	1.000000
4567	1.990000	0.000000	1.000000
4566	1.990000	0.000000	1.000000
4565	1.990000	0.000000	1.000000
4564	1.990000	0.000000	1.000000
4563	1.990000	0.000000	1.000000
4562	1.990000	0.000000	1.000000
4561	1.990000	0.000000	1.000000
4560	1.990000	0.000000	1.000000
4559	1.990000	0.000000	1.000000
4558	1.990000	0.000000	1.000000
4557	1.990000	0.000000	1.000000
4556	1.990000	0.000000	1.000000
4555	1.990000	0.000000	1.000000
4554	1.990000	0.000000	1.000000
4553	1.990000	0.000000	1.000000
4552	1.990000	0.000000	1.000000
4551	1.990000	0.000000	1.000000
4550	1.990000	0.000000	1.000000
4549	1.990000	0.000000	1.000000
4548	1.990000	0.000000	1.000000
4547	1.990000	0.000000	1.000000
4546	1.990000	0.000000	1.000000
4545	1.990000	0.000000	1.000000
4544	1.990000	0.000000	1.000000
4543	1.990000	0.000000	1.000000
4542	1.990000	0.000000	1.000000
4541	1.990000	0.000000	1.000000
4540	1.990000	0.000000	1.000000
4539	1.990000	0.000000	1.000000
4538	1.990000	0.000000	1.000000
4537	1.990000	0.000000	1.000000
4536	1.990000	0.000000	1.000000
4535	1.990000	0.000000	1.000000
4534	1.990000	0.000000	1.000000
4533	1.990000	0.000000	1.000000
4532	1.990000	0.000000	1.000000
4531	1.990000	0.000000	1.000000
4530	1.990000	0.000000	1.000000
4529	1.990000	0.000000	1.000000
4528	1.990000	0.000000	1.000000
4527	1.990000	0.000000	1.000000
4526	1.990000	0.000000	1.000000
4525	1.990000	0.000000	1.000000
4524	1.990000	0.000000	1.000000
4523	1.990000	0.000000	1.000000
4522	1.990000	0.000000	1.000000
4521	1.990000	0.000000	1.000000
4520	1.990000	0.000000	1.000000
4519	1.990000	0.000000	1.000000
4518	1.990000	0.000000	1.000000
4517	1.990000	0.000000	1.000000
4516	1.990000	0.000000	1.000000
4515	1.990000	0.000000	1.000000
4514	1.990000	0.000000	1.000000
4513	1.990000	0.000000	1.000000
4512	1.990000	0.000000	1.000000
4511	1.990000	0.000000	1.000000
4510	1.990000	0.000000	1.000000
4509	1.990000	0.000000	1.000000
4508	1.990000	0.000000	1.000000
4507	1.990000	0.000000	1.000000
4506	1.990000	0.000000	1.000000
4505	1.990000	0.000000	1.000000
4504	1.990000	0.000000	1.000000
4503	1.990000	0.000000	1.000000
4502	1.990000	0.000000	1.000000
4501	1.990000	0.000000	1.000000
4500	1.990000	0.000000	1.000000
4499	1.990000	0.000000	1.000000
4498	1.990000	0.000000	1.000000
4497	1.990000	0.000000	1.000000
4496	1.990000	0.000000	1.000000
4495	1.990000	0.000000	1.000000
4494	1.990000	0.000000	1.000000
4493	1.990000	0.000000	1.000000
4492	1.990000	0.000000	1.000000
4491	1.990000	0.000000	1.000000
4490	1.990000	0.000000	1.000000
4489	1.990000	0.000000	1.000000
4488	1.990000	0.000000	1.000000
4487	1.990000	0.000000	1.000000
4486	1.990000	0.000000	1.000000
4485	1.990000	0.000000	1.000000
4484	1.990000	0.000000	1.000000
4483	1.990000	0.000000	1.000000
4482	1.990000	0.000000	1.000000
4481	1.990000	0.000000	1.000000
4480	1.990000	0.000000	1.000000
4479	1.990000	0.000000	1.000000
4478	1.990000	0.000000	1.000000
4477	1.990000	0.000000	1.000000
4476	1.990000	0.000000	1.000000
4475	1.990000	0.000000	1.000000
4474	1.990000	0.000000	1.000000
4473	1.990000	0.000000	1.000000
4472	1.990000	0.000000	1.000000
4471	1.990000	0.000000	1.000000
4470	1.990000	0.000000	1.000000
4469	1.990000	0.000000	1.000000
4468	1.990000	0.000000	1.000000
4467	1.990000	0.000000	1.000000
4466	1.990000	0.000000	1.000000
4465	1.990000	0.000000	1.000000
4464	1.990000	0.000000	1.000000
4463	1.990000	0.000000	1.000000
4462	1.990000	0.000000	1.000000
4461	1.990000	0.000000	1.000000
4460	1.990000	0.000000	1.000000
4459	1.990000	0.000000	1.000000
4458	1.990000	0.000000	1.000000
4457	1.990000	0.000000	1.000000
4456	1.990000	0.000000	1.000000
4455	1.990000	0.000000	1.000000
4454	1.990000	0.000000	1.000000
4453	1.990000	0.000000	1.000000
4452	1.990000	0.000000	1.000000
4451	1.990000	0.000000	1.000000
4450	1.990000	0.000000	1.000000
4449	1.990000	0.000000	1.000000
4448	1.990000	0.000000	1.000000
4447	1.990000	0.000000	1.000000
4446	1.990000	0.000000	1.000000
4445	1.990000	0.000000	1.000000
4444	1.990000	0.000000	1.000000
4443	1.990000	0.000000	1.000000
4442	1.990000	0.000000	1.000000
4441	1.990000	0.000000	1.000000
4440	1.990000	0.000000	1.000000
4439	1.990000	0.000000	1.000000
4438	1.990000	0.000000	1.000000
4437	1.990000	0.000000	1.000000
4436	1.990000	0.000000	1.000000
4435	1.990000	0.000000	1.000000
4434	1.990000	0.000000	1.000000
4433	1.990000	0.000000	1.000000
4432	1.990000	0.000000	1.000000
4431	1.990000	0.000000	1.000000
4430	1.990000	0.000000	1.000000
4429	1.990000	0.000000	1.000000
4428	1.990000	0.000000	1.000000
4427	1.990000	0.000000	1.000000
4426	1.990000	0.000000	1.000000
